full_name,a,e,g,i,om,w,q,ad,per_y,data_arc,condition_code,n_obs_used,h,diameter,extent,albedo,rot_per,gm,bv,ub,ir,spec_b,spec_t,neo,pha,moid
  6836 Paranal (1994 PW5),2.877020906,0.059368732,,0.947122817,254.9876905,70.07304367,2.706215824,3.047825988,4.880032662,13734.0,0.0,2187.0,13.1,,,,,,,,,,,N,N,1.69332
  6837 Bressi (1994 XN4),2.854613115,0.216747214,,12.8100089,348.2629889,94.0288396,2.235883676,3.473342555,4.823131329,23107.0,0.0,1578.0,12.6,8.277,,0.258,,,,,,,,N,N,1.29464
  6838 Okuda (1995 UD9),2.652611263,0.171377109,,13.61711319,248.2615987,242.4221442,2.198014414,3.107208113,4.320346866,21045.0,0.0,1611.0,12.0,10.913,,0.264,8.983,,,,,,,N,N,1.24978
  6839 Ozenuma (1995 WB2),2.870053906,0.073386925,,0.97343961,251.117523,89.22960611,2.659429474,3.080678337,4.862317152,16495.0,0.0,2410.0,12.2,,,,,,,,,,,N,N,1.64993
  6840 (1995 WW5),2.428838919,0.153056514,,3.362239888,126.0601968,296.4428975,2.057089301,2.800588536,3.785352012,23988.0,0.0,1856.0,14.4,8.56,,0.043,482.274,,,,,,,N,N,1.07253
  6841 Gottfriedkirch (2034 P-L),2.278408905,0.135724082,,3.671351602,271.6207497,283.2728907,1.969173948,2.587643862,3.439186333,23371.0,0.0,1515.0,14.5,3.759,,0.238,,,,,,,,N,N,0.972121
  6842 Krosigk (3016 P-L),2.653344189,0.096599798,,10.96937781,233.5134153,148.0466846,2.397031675,2.909656703,4.322137581,21413.0,0.0,1423.0,13.8,5.78,,0.175,,,,,,,,N,N,1.40815
  6843 Heremon (1975 TC6),2.441283634,0.177372127,,9.295099442,23.72545251,136.6921879,2.008267964,2.874299304,3.814481928,22315.0,0.0,1868.0,13.1,6.694,,0.273,,,,,,,,N,N,1.02703
  6844 Shpak (1975 VR5),2.221008528,0.100607089,,5.308606851,133.7624015,283.4853041,1.997559325,2.444457731,3.310042283,24201.0,0.0,2029.0,14.0,4.249,,0.295,,,,,,,,N,N,1.01715
  6845 Mansurova (1976 JG2),2.276065484,0.146675782,,6.686628191,102.334241,149.5313072,1.942221799,2.609909169,3.433881718,23322.0,0.0,1922.0,13.7,4.757,,0.311,21.33,,,,,,,N,N,0.930579
  6846 Kansazan (1976 UG15),2.385508865,0.224463674,,2.858589569,137.8367662,228.5395333,1.85004878,2.920968949,3.684510126,15541.0,0.0,1670.0,14.3,,,,,,,,,,,N,N,0.849108
  6847 Kunz-Hallstein (1977 RL),2.32158785,0.288923648,,24.58141572,48.48432193,53.27312949,1.650826219,2.992349481,3.537413962,14922.0,0.0,811.0,14.3,,,,6.403,,,,,Sk,,N,N,0.746089
  6848 Casely-Hayford (1978 VG5),3.118941651,0.12666395,,0.518428582,319.2974109,174.8054373,2.723884183,3.513999119,5.508318924,15217.0,0.0,1839.0,13.1,10.892,,0.094,,,,,,,,N,N,1.73847
  6849 Doloreshuerta (1979 MX6),2.368439346,0.087729327,,6.385322947,253.8203674,1.858466372,2.160657755,2.576220936,3.645034163,24717.0,0.0,1797.0,13.7,4.071,,0.424,,,,,,,,N,N,1.1455
  6850 (1981 QT3),3.148071666,0.092611793,,5.90626753,359.6983575,247.7181226,2.856523105,3.439620228,5.585667994,25026.0,0.0,2205.0,12.3,22.14,,0.069,,,,,,,,N,N,1.84991
  6851 Chianti (1981 RO1),2.19560707,0.125030007,,3.810607998,126.0138435,309.5743483,1.921090301,2.470123838,3.253420007,14800.0,0.0,2206.0,14.4,,,,6.635,,,,,,,N,N,0.938825
  6852 Nannibignami (1985 CN2),2.39642729,0.172808146,,2.498516621,154.3877836,304.4495794,1.982305134,2.810549446,3.70983494,24460.0,0.0,1810.0,13.7,4.151,,0.372,3.025,,,,,,,N,N,1.00055
  6853 Silvanomassaglia (1986 CD2),2.261595839,0.118389244,,5.893255235,3.586258293,105.953855,1.993847217,2.529344461,3.401188461,23394.0,0.0,1646.0,14.5,3.441,,0.312,2.796,,,,,,,N,N,1.02009
  6854 Georgewest (1987 UG),2.422674101,0.216396357,,1.831613387,209.9650013,184.6176726,1.89841625,2.946931951,3.770949332,23949.0,0.0,2102.0,13.7,4.203,,0.363,3.64,,,,,,,N,N,0.90437
  6855 Armellini (1989 BG),2.289273016,0.064115135,,7.569785111,330.2272898,279.652628,2.142495968,2.436050064,3.463814183,11468.0,0.0,1776.0,13.7,6.712,,0.125,,,,,,,,N,N,1.14356
  6856 Bethemmons (1989 EM),2.372428463,0.171311469,,1.329143372,293.7559036,301.2883785,1.966004258,2.778852668,3.654246931,15159.0,0.0,2044.0,13.9,3.943,,0.376,,,,,,,,N,N,0.95491
  6857 Castelli (1990 QQ),2.31321508,0.196218562,,9.199806723,307.3711586,302.1530142,1.859319344,2.767110816,3.518294785,13512.0,0.0,1841.0,14.0,8.315,,0.073,,,,,,,,N,N,0.863452
  6858 (1990 ST10),2.585222348,0.18854509,,13.60573762,343.7445222,74.33305058,2.097791368,3.072653328,4.156760999,12068.0,0.0,1353.0,13.0,6.429,,0.39,,,,,,,,N,N,1.15429
  6859 Datemasamune (1991 CZ),1.833735699,0.013954907,,23.19913261,154.0389644,128.9504515,1.808146089,1.85932531,2.48320922,10447.0,0.0,1997.0,13.9,3.805,,0.404,5.2879,,,,,,,N,N,0.805392
  6860 Sims (1991 CS1),3.121205755,0.114889676,,2.012251693,137.6573684,13.54974059,2.762611436,3.479800073,5.514317915,14767.0,0.0,1549.0,13.3,10.986,,0.084,,,,,,,,N,N,1.77397
  6861 (1991 FA3),3.139286213,0.138765372,,10.71323608,21.67797809,257.0252872,2.703661995,3.574910431,5.562302085,16487.0,0.0,1735.0,12.3,17.827,,0.077,19.466,,,,,,,N,N,1.71325
  6862 Virgiliomarcon (1991 GL),3.173559343,0.016895404,,12.09712629,17.65394779,36.79035652,3.119940777,3.22717791,5.653639829,23578.0,0.0,1987.0,11.3,22.747,,0.103,,,,,,,,N,N,2.13071
  6863 (1991 PX8),2.296215276,0.076774121,,4.183562498,251.3161455,167.6340079,2.119925367,2.472505186,3.479582236,22529.0,0.0,1854.0,13.8,3.753,,0.401,,,,,,,,N,N,1.1321
  6864 Starkenburg (1991 RC4),2.268460138,0.102403043,,2.79863639,229.0996802,212.8905611,2.036162917,2.50075736,3.416684917,13613.0,0.0,1685.0,14.1,,,,,,,,,,,N,N,1.05252
  6865 Dunkerley (1991 TE2),2.296721837,0.14040407,,3.100205029,101.1249805,308.8775086,1.974252743,2.619190932,3.480733731,11203.0,0.0,1641.0,14.4,3.291,,0.311,,,,,,,,N,N,0.986058
  6866 Kukai (1992 CO),3.020153509,0.057627635,,11.04765069,111.3378473,162.4319804,2.846109204,3.194197814,5.248699742,29015.0,0.0,2170.0,12.0,13.402,,0.171,,,,,,,,N,N,1.83106
  6867 Kuwano (1992 FP1),2.590319605,0.259464524,,11.83635151,178.9631484,79.29685236,1.918223563,3.262415648,4.169060823,24625.0,0.0,1632.0,13.0,6.71,,0.271,7.367,,,,,,,N,N,0.945934
  6868 Seiyauyeda (1992 HD),2.659600504,0.150731603,,3.378577008,120.0397148,84.68400725,2.258714656,3.060486351,4.337433326,41802.0,0.0,2190.0,12.8,14.524,,0.063,,,,,,,,N,N,1.25824
  6869 Funada (1992 JP),3.190225194,0.052293023,,17.04058088,127.7145452,76.70719404,3.023398675,3.357051714,5.698233124,23158.0,0.0,1865.0,12.1,23.851,,0.038,,,,,,,,N,N,2.08005
  6870 Pauldavies (1992 OG),1.927063335,0.113059582,,24.90777774,146.8587887,251.4367505,1.70919036,2.144936311,2.675174925,11035.0,0.0,1476.0,14.0,2.546,,0.75,4.487,,,,,,,N,N,0.793177
  6871 Verlaine (1993 BE8),2.195874687,0.047545889,,3.775948198,186.1389579,208.0096066,2.091469873,2.300279502,3.254014853,15923.0,0.0,1851.0,14.7,2.711,,0.289,,,,,,,,N,N,1.09662
  6872 (1993 CN1),2.179536071,0.017285086,,3.359241814,228.5804383,3.749219817,2.141862601,2.21720954,3.217764778,15926.0,0.0,2093.0,13.8,4.416,,0.433,,,,,,,,N,N,1.12973
  6873 Tasaka (1993 HT1),2.172181792,0.135952266,,4.78930211,199.5678088,53.07691424,1.876868755,2.467494829,3.201492256,15487.0,0.0,1837.0,13.9,3.885,,0.322,,,,,,,,N,N,0.867188
  6874 (1994 JO1),2.240706782,0.281435912,,7.580155643,78.20574528,224.166997,1.610091424,2.871322139,3.354175212,25170.0,0.0,1802.0,13.8,,,,,,,,,,,N,N,0.604374
  6875 Golgi (1994 NG1),2.157796873,0.193042214,,3.971668652,96.66883906,268.4120945,1.741250988,2.574342758,3.169742927,17639.0,0.0,1946.0,13.9,4.148,,0.276,,,,,,,,N,N,0.744093
  6876 Beppeforti (1994 RK1),2.285352066,0.143994159,,6.19834714,228.3139655,128.6510844,1.956274717,2.614429415,3.454919028,15613.0,0.0,2040.0,13.9,4.246,,0.324,,,,,,,,N,N,0.958954
  6877 Giada (1994 TB2),2.322266337,0.134065436,,6.178162636,236.7486119,99.75693445,2.010930688,2.633601987,3.538964796,11678.0,0.0,1988.0,13.5,4.657,,0.296,4.1745,,,,,,,N,N,1.01199
  6878 Isamu (1994 TN2),2.462168196,0.182906035,,4.034752681,93.86016533,225.6130922,2.011822773,2.912513619,3.863534351,17360.0,0.0,1845.0,13.8,,,,,,,,,,,N,N,1.00032
  6879 Hyogo (1994 TC15),3.120271917,0.174754161,,8.57115698,103.036815,307.2502199,2.574991414,3.665552419,5.511843345,24572.0,0.0,1935.0,12.6,18.772,,0.047,,,,,,,,N,N,1.59668
  6880 Hayamiyu (1994 TG15),2.801996431,0.069750564,,5.248791324,349.3354937,112.1903592,2.606555599,2.997437264,4.690396629,15004.0,0.0,2057.0,12.2,9.36,,0.291,,,,,,,,N,N,1.6292
  6881 Shifutsu (1994 UP),2.907777709,0.05165151,,2.887333348,71.96156717,245.685484,2.757586599,3.057968819,4.958496451,10666.0,0.0,1682.0,13.4,6.018,,0.233,,,,,,,,N,N,1.74479
  6882 Sormano (1995 CC1),2.552539295,0.098985899,,14.39101714,284.1785768,16.22953752,2.299873898,2.805204691,4.078184381,10813.0,0.0,1703.0,12.7,8.096,,0.269,3.69,,,,,,,N,N,1.28602
  6883 Hiuchigatake (1996 AF),3.121013427,0.186199507,,1.999756565,79.80996829,316.9591227,2.539882264,3.70214459,5.513808237,14771.0,0.0,1743.0,13.0,13.354,,0.082,5.508,,,,,,,N,N,1.54699
  6884 Takeshisato (9521 P-L),2.27678534,0.126101714,,1.96321466,123.5109361,298.5403608,1.989678806,2.563891874,3.435510908,23832.0,0.0,1684.0,14.2,3.324,,0.334,,,,,,,,N,N,1.0032
  6885 Nitardy (9570 P-L),2.646558587,0.061510416,,3.802042093,93.51630706,211.3606754,2.483767669,2.809349506,4.305568182,21390.0,0.0,1121.0,14.6,3.208,,0.298,,,,,,,,N,N,1.46865
  6886 Grote (1942 CG),2.567339058,0.157846777,,9.142627601,97.85237515,358.3336943,2.162092863,2.972585252,4.113704048,28338.0,0.0,2015.0,12.4,8.444,,0.347,5.755,,,,,,,N,N,1.17902
  6887 Hasuo (1951 WH),2.229640505,0.175894866,,5.335183505,48.21485294,337.4884831,1.837458187,2.621822822,3.329357799,24665.0,0.0,2116.0,13.6,4.298,,0.325,2.752,,,,,,,N,N,0.842511
  6888 (1971 BD3),2.561863246,0.149596031,,3.760260983,248.6629934,171.9741656,2.178618672,2.94510782,4.100550048,17533.0,0.0,2090.0,13.4,5.705,,0.26,,,,,,,,N,N,1.1911
  6889 (1971 RA),2.202216737,0.196219023,,4.836844654,86.58416756,233.5710373,1.770099919,2.634333554,3.268122226,23183.0,0.0,2121.0,13.8,3.946,,0.286,,,,,,,,N,N,0.761378
  6890 Savinykh (1975 RP),3.210742825,0.165085164,,0.906753839,195.0006051,114.4810326,2.680696821,3.740788829,5.753292885,23010.0,0.0,2385.0,12.0,19.196,,0.085,,,,,,,,N,N,1.6655
  6891 Triconia (1976 SA),2.686553114,0.06302008,,5.973271479,160.6727702,206.0318925,2.517246323,2.855859905,4.40353395,15682.0,0.0,1876.0,13.2,8.321,,0.161,,,,,,,,N,N,1.51538
  6892 Lana (1978 VG8),2.568209081,0.26844504,,4.258583441,62.25585717,285.3261551,1.878786092,3.25763207,4.115795313,25494.0,0.0,694.0,15.1,,,,,,,,,,,N,N,0.876897
  6893 Sanderson (1983 RS3),2.386693383,0.090044011,,5.785139409,314.5253358,105.1948322,2.171785938,2.601600827,3.687254767,13030.0,0.0,1783.0,13.7,,,,,,,,,,,N,N,1.19263
  6894 Macreid (1986 RE2),2.649785946,0.074716562,,21.20684588,296.6978067,105.1783935,2.451803051,2.84776884,4.31344625,10455.0,0.0,1243.0,12.9,7.677,,0.521,,,,,,,,N,N,1.54231
  6895 (1987 DG6),2.668267925,0.164827406,,1.130871594,296.0320269,328.2802999,2.228464245,3.108071606,4.358653606,25110.0,0.0,2181.0,13.5,16.436,,0.034,,,,,,,,N,N,1.21242
  6896 (1987 RE1),2.294130802,0.21731969,,4.961691287,342.9897985,34.0367604,1.795571006,2.792690598,3.474845233,23275.0,0.0,1554.0,14.2,,,,,,,,,,,N,N,0.798519
  6897 Tabei (1987 VQ),2.383886022,0.173184558,,1.616607114,191.0113058,262.9413628,1.971033776,2.796738268,3.680750951,11204.0,0.0,1524.0,14.2,4.483,,0.194,5.862,,,,,,,N,N,0.988598
  6898 Saint-Marys (1988 LE),2.665714155,0.123919797,,14.18705538,97.05005366,136.4051207,2.335379399,2.996048911,4.352397673,23798.0,0.0,1728.0,12.5,8.447,,0.226,,,,,,,,N,N,1.34218
  6899 Nancychabot (1988 RP10),2.927157854,0.019293602,,0.93714568,277.9066137,134.4126197,2.870682435,2.983633273,5.008151031,11325.0,0.0,1899.0,13.4,6.254,,0.216,,,,,,,,N,N,1.87973
  6900 (1988 XD1),2.226994923,0.163165761,,4.207665567,55.16568268,11.14158994,1.863625602,2.590364244,3.323433879,22107.0,0.0,1313.0,14.5,3.311,,0.255,,,,,,,,N,N,0.877207
  6901 Roybishop (1989 PA),1.942623853,0.111418244,,23.15055201,285.3021384,124.9042297,1.726180114,2.159067591,2.707642222,15585.0,0.0,1498.0,13.6,5.05,,0.191,4.682,,,,,,,N,N,0.7946
  6902 Hideoasada (1989 US3),2.749223277,0.103121541,,2.094872506,214.2016974,128.5505113,2.465719136,3.032727417,4.558513242,25252.0,0.0,2127.0,13.0,,,,73.341,,,,,,,N,N,1.45746
  6903 (1989 XM),2.928074298,0.0313939,,2.901764251,58.34768784,276.0674603,2.836150625,3.019997971,5.010503167,24107.0,0.0,2306.0,12.9,7.853,,0.217,,,,,,,,N,N,1.82661
  6904 McGill (1990 QW1),2.480515861,0.106033161,,5.735361041,344.042301,80.01806112,2.217498923,2.7435328,3.906800323,24735.0,0.0,1432.0,14.2,,,,,,,,,,,N,N,1.23885
  6905 Miyazaki (1990 TW),2.617591542,0.193019534,,13.44868233,48.44668897,306.7473916,2.112345241,3.122837842,4.235074166,19184.0,0.0,2180.0,11.6,13.275,,0.221,2.7418,,,,,,,N,N,1.13873
  6906 Johnmills (1990 WC),2.737144198,0.272365136,,10.44705966,68.15488147,346.9576433,1.991641545,3.482646851,4.528503613,16960.0,0.0,1375.0,13.1,11.211,,0.089,,,,,,C,,N,N,1.00477
  6907 Harryford (1990 WE),2.738607129,0.197592523,,9.090032258,90.94839524,3.343395377,2.197478838,3.279735421,4.532134646,13205.0,0.0,1720.0,12.9,12.137,,0.1,,,,,,C,,N,N,1.21435
  6908 Kunimoto (1990 WB3),2.748072726,0.094136839,,5.605722733,74.31986552,313.2537146,2.489377847,3.006767605,4.555651933,10405.0,0.0,2015.0,13.2,6.443,,0.388,,,,,,S,,N,N,1.49778
  6909 Levison (1991 BY2),2.722403801,0.467037732,,38.01541426,308.2799776,75.5827267,1.450938504,3.993869099,4.491971747,11675.0,0.0,637.0,13.8,,,,,,,,,,,N,N,0.713144
  6910 Ikeguchi (1991 FJ),3.049250184,0.044323188,,9.078729842,347.8073394,228.7655251,2.914097695,3.184402673,5.324732443,23907.0,0.0,1949.0,12.4,,,,,,,,,,,N,N,1.91845
  6911 Nancygreen (1991 GN),1.931787737,0.089686245,,22.89873256,207.8421655,168.689706,1.758532949,2.105042525,2.685018667,10381.0,0.0,1371.0,14.1,2.548,,0.392,54.7,,,,,,,N,N,0.763838
  6912 Grimm (1991 GQ2),3.065539096,0.117680731,,2.076672315,179.1953786,351.3520529,2.704784214,3.426293977,5.367455976,15335.0,0.0,1968.0,12.9,11.39,,0.103,,,,,,,,N,N,1.71116
  6913 Yukawa (1991 UT3),2.23571124,0.1396663,,4.408584659,102.4418965,273.8603113,1.923457723,2.547964757,3.342964522,10051.0,0.0,1614.0,14.3,3.32,,0.343,,,,,,,,N,N,0.930041
  6914 Becquerel (1992 GZ),2.576434477,0.242406357,,2.216598653,355.1797778,249.7539991,1.951890381,3.200978573,4.135584085,23298.0,0.0,2170.0,12.9,,,,,,,,,,,N,N,0.939901
  6915 (1992 HH),2.603033886,0.125302344,,12.02541754,97.61680469,116.7862765,2.276867638,2.929200134,4.199793479,14529.0,0.0,2292.0,13.0,7.098,,0.32,4.76345,,,,,,,N,N,1.29692
  6916 Lewispearce (1992 OJ),2.849767235,0.259169643,,18.23711377,314.5800555,310.6469915,2.111194079,3.588340392,4.810855202,16688.0,0.0,1705.0,11.8,11.962,,0.312,23.497,,,,,,,N,N,1.13875
  6917 (1993 FR2),2.215510776,0.080816544,,3.799336645,167.0676025,19.66289766,2.036460853,2.3945607,3.29775967,24751.0,0.0,2567.0,13.5,4.396,,0.205,,,,,,,,N,N,1.03853
  6918 Manaslu (1993 FV3),2.408035635,0.139175969,,1.864343428,183.5515006,346.7142833,2.072894941,2.743176329,3.736823336,12552.0,0.0,2265.0,13.6,5.216,,0.269,8.97,,,,,,,N,N,1.07932
  6919 Tomonaga (1993 HP),2.262413052,0.103299977,,5.163959212,137.0484588,12.49190373,2.028705837,2.496120268,3.403032124,18224.0,0.0,1854.0,13.9,4.64,,0.306,,,,,,,,N,N,1.04082
  6920 Esaki (1993 JE),2.388251171,0.078787649,,6.715919804,79.73196176,60.62203052,2.200086476,2.576415866,3.690865347,11128.0,0.0,2023.0,13.2,4.962,,0.413,,,,,,,,N,N,1.2231
  6921 Janejacobs (1993 JJ),2.279178407,0.081760554,,5.321435872,89.20276361,249.2986526,2.092831518,2.465525297,3.44092879,15623.0,0.0,1934.0,13.4,5.269,,0.349,5.062,,,,,,,N,N,1.08929
  6922 Yasushi (1993 KY1),2.299508966,0.117365808,,4.769170745,132.158852,97.28506158,2.029625237,2.569392695,3.487071586,17083.0,0.0,1919.0,13.8,4.552,,0.239,,,,,,,,N,N,1.02597
  6923 Borzacchini (1993 SD),2.992673035,0.073739398,,10.53992303,195.0753607,150.8422578,2.771995127,3.213350943,5.177225816,12711.0,0.0,1142.0,13.8,6.759,,0.14,,,,,,,,N,N,1.77053
  6924 Fukui (1993 TP),3.390592879,0.099559779,,12.22762956,25.30322139,289.099015,3.0530262,3.728159558,6.243407339,13837.0,0.0,2131.0,11.7,29.616,,0.052,,,,,,,,N,N,2.06872
  6925 Susumu (1993 UW2),2.833740589,0.100912361,,14.20743006,207.5001851,85.53480542,2.547781136,3.119700042,4.770329067,19937.0,0.0,2052.0,12.2,22.86,,0.046,,,,,,,,N,N,1.58115
  6926 (1994 RO11),2.659218348,0.171775122,,12.813733,344.8778221,65.70505207,2.202430791,3.116005904,4.336498497,13772.0,0.0,1338.0,13.0,6.741,,0.269,,,,,,,,N,N,1.24525
  6927 Tonegawa (1994 TE1),2.340063227,0.0099035,,4.828700561,135.3160357,39.03253202,2.316888411,2.363238043,3.579724385,24841.0,0.0,2017.0,13.3,6.044,,0.231,,,,,,,,N,N,1.32233
  6928 Lanna (1994 TM3),2.682266261,0.235305784,,6.550651143,211.4275173,195.8103555,2.051113496,3.313419027,4.392998274,17021.0,0.0,1580.0,13.6,6.698,,0.157,,,,,,,,N,N,1.06111
  6929 Misto (1994 UE),2.764364593,0.146675312,,10.35145979,56.05961176,3.821428515,2.358900554,3.169828632,4.596223986,17348.0,0.0,1732.0,12.7,7.315,,0.228,4.248,,,,,,,N,N,1.37112
  6930 (1994 VJ3),3.207295838,0.147653608,,0.582946785,151.9408328,321.6698665,2.733727037,3.68086464,5.744030448,31516.0,0.0,1877.0,13.0,11.332,,0.095,,,,,,,,N,N,1.75053
  6931 Kenzaburo (1994 VP6),3.036933498,0.095307882,,10.8624378,43.91851931,327.3262517,2.747489797,3.326377199,5.292503151,14802.0,0.0,1732.0,12.6,,,,,,,,,,,N,N,1.75516
  6932 Tanigawadake (1994 YK),2.329603628,0.249600026,,3.723816238,113.9050331,181.1671342,1.748134502,2.911072754,3.555750283,18461.0,0.0,1973.0,13.7,5.211,,0.215,3.79,,,,,,,N,N,0.731417
  6933 Azumayasan (1994 YW),2.699541433,0.168650378,,2.57217141,289.9211057,50.84180741,2.24426275,3.154820116,4.435506279,24090.0,0.0,1601.0,13.4,11.522,,0.058,7.78,,,,,,,N,N,1.23589
  6934 (1994 YN2),2.660206088,0.186939381,,8.304598929,86.84946769,260.7583599,2.162908809,3.157503366,4.338914844,23818.0,0.0,1968.0,12.8,12.44,,0.083,,,,,,,,N,N,1.17399
  6935 Morisot (4524 P-L),2.276654672,0.086080053,,0.547687909,227.265045,156.4245645,2.080680117,2.472629228,3.43521516,23862.0,0.0,1674.0,14.6,3.573,,0.24,,,,,,,,N,N,1.08307
  6936 Cassatt (6573 P-L),2.598627395,0.078403832,,3.659823041,126.716226,32.95996525,2.39488505,2.802369741,4.189133696,23953.0,0.0,1948.0,13.3,5.475,,0.339,,,,,,,,N,N,1.40519
  6937 Valadon (1010 T-2),3.00827124,0.090471808,,9.512962713,203.3250125,324.9516936,2.736107502,3.280434977,5.217755083,24875.0,0.0,2090.0,12.4,11.146,,0.205,,,,,,,,N,N,1.74785
  6938 Soniaterk (5140 T-2),2.999773804,0.092492899,,9.100110928,279.183332,20.28489433,2.722316028,3.27723158,5.195662886,16797.0,0.0,1952.0,12.5,,,,8.33,,,,,,,N,N,1.70777
  6939 Lestone (1952 SW1),2.588723665,0.102720003,,14.10442094,36.49887515,184.7770929,2.322809962,2.854637368,4.165208472,24184.0,0.0,1352.0,13.7,5.297,,0.229,2.821,,,,,,,N,N,1.31536
  6940 (1972 HL1),2.281964829,0.126564665,,2.856234018,13.82807318,244.2387278,1.993148715,2.570780942,3.447240806,24842.0,0.0,1546.0,14.5,3.028,,0.276,,,,,,,,N,N,0.979808
  6941 Dalgarno (1976 YA),2.778044713,0.194342827,,15.42345749,241.3238943,196.0598452,2.23815165,3.317937776,4.630384434,15486.0,0.0,1540.0,12.5,8.063,,0.272,,,,,,,,N,N,1.25641
  6942 Yurigulyaev (1976 YB2),2.337790415,0.119449963,,3.693821306,56.45004593,290.3869739,2.058541436,2.617039393,3.574510381,15355.0,0.0,1894.0,14.0,6.039,,0.176,,,,,,,,N,N,1.05431
  6943 Moretto (1978 VR4),2.197365624,0.11407481,,4.101377829,227.4857285,239.9851629,1.946701559,2.448029689,3.257329491,23820.0,0.0,1858.0,14.0,4.058,,0.269,2.8221,,,,,,,N,N,0.967471
  6944 Elaineowens (1979 MR3),2.316271347,0.138017609,,7.661280399,122.2671132,174.6080445,1.996585113,2.635957581,3.525269752,25161.0,0.0,2473.0,14.3,3.367,,0.357,2.9128,,,,,,,N,N,0.980166
  6945 Dahlgren (1980 FZ3),2.250613075,0.174178566,,7.549446027,350.0309505,86.76427997,1.858604516,2.642621633,3.37644328,14424.0,0.0,1535.0,13.8,4.13,,0.361,,,,,,,,N,N,0.891612
  6946 (1980 RX1),2.267425292,0.13973671,,4.56126766,143.8592726,245.9527121,1.950582742,2.584267842,3.414347204,24928.0,0.0,2047.0,13.5,4.943,,0.218,,,,,,,,N,N,0.959938
  6947 Andrewdavis (1981 ET8),2.399019074,0.063169368,,3.878419716,213.1851077,352.2927533,2.247474554,2.550563593,3.715854957,23524.0,0.0,1660.0,14.3,3.802,,0.28,,,,,,,,N,N,1.2431
  6948 Gounelle (1981 ET22),2.39675785,0.158737798,,2.583907102,26.44026219,90.72065008,2.016301787,2.777213912,3.71060256,24652.0,0.0,1463.0,14.5,3.626,,0.256,,,,,,,,N,N,1.0348
  6949 Zissell (1982 RZ),2.362864117,0.162644754,,13.2288846,144.6641988,112.2881349,1.978556663,2.747171571,3.632171303,13521.0,0.0,1517.0,13.6,8.231,,0.062,3.6336,,,,,,,N,N,1.00491
  6950 Simonek (1982 YQ),2.590233513,0.097844559,,14.22058352,88.42529996,113.0093556,2.336793259,2.843673768,4.16885298,15278.0,0.0,2369.0,12.8,7.437,,0.266,3.083,,,,,,,N,N,1.36971
  6951 (1985 DW1),3.045351749,0.100251192,,1.079766746,42.46192259,110.071013,2.740051607,3.350651891,5.314524285,12620.0,0.0,2042.0,13.0,,,,,,,,,,,N,N,1.75122
  6952 Niccolo (1986 JT),2.907813484,0.263407622,,7.476207326,207.5810244,69.06439734,2.14187325,3.673753717,4.958587957,13290.0,0.0,1343.0,13.0,15.962,,0.048,12.532,,,,,,,N,N,1.1391
  6953 Davepierce (1986 PC1),3.11829819,0.175834694,,1.747779809,157.3268662,131.765399,2.569993183,3.666603198,5.506614402,25060.0,0.0,2132.0,12.7,15.849,,0.064,,,,,,,,N,N,1.55345
  6954 Potemkin (1987 RB6),2.183778721,0.137549131,,3.138465962,60.66894462,217.7980735,1.883401856,2.484155585,3.227164823,13799.0,0.0,1839.0,14.2,,,,,,,,,,,N,N,0.867654
  6955 Ekaterina (1987 SP15),3.118822263,0.164193046,,0.944244803,31.61004381,320.1678064,2.606733336,3.63091119,5.508002653,15696.0,0.0,2079.0,12.4,16.049,,0.081,,,,,,,,N,N,1.60036
  6956 Holbach (1988 CX3),2.442963293,0.092566842,,5.470660746,243.893839,212.7403333,2.216825895,2.66910069,3.818419282,15870.0,0.0,1659.0,13.9,,,,4.463,,,,,,,N,N,1.23585
  6957 (1988 HA),2.532020651,0.083638942,,1.208160605,206.8795412,19.11082648,2.320245123,2.743796179,4.029109472,15686.0,0.0,2288.0,13.5,,,,,,,,,,,N,N,1.31072
  6958 (1988 TX1),3.022968151,0.093633829,,9.150457474,205.8772067,92.51065577,2.739916069,3.306020234,5.256038767,23483.0,0.0,1749.0,13.0,,,,,,,,,,,N,N,1.74382
